City,Category.of.SKU,City.Type,Sale,State,LiteracyRate,Population,AvgCPI,Area.km2.,Literacy.Rate....,City.Population..excluding.agglomeration..as.per.2011.Census,Avg..CPI.for.the.Period,Area..km2.,Population.density,Mobile.Landline,Kids.population,Teen.population,Working.population,Oldage.population,Percentage.of.plastic.for.roof,Percentage.of.plastic.for.wall,Banking,Radio,TV,Comp,Number.of.females,Number.of.literates,Per.capita.spending,Percentage.of.population.below.BPL.2011.12.,NSDP.per.capita,Total sales
Darjeeling,Electronics,Town,2216824.35319149,West Bengal,93.85,118805,143.6,10.57,93.85,118805,143.6,10.57,11239.82971,9.2,22232,36480,53924,6086,1,0.9,70.4,22.2,77.1,6,57879,111498,1079.25,22.52,70059,63891054.5319149
Darjeeling,Fashion,Town,17896912.093617,West Bengal,93.85,118805,143.6,10.57,93.85,118805,143.6,10.57,11239.82971,9.2,22232,36480,53924,6086,1,0.9,70.4,22.2,77.1,6,57879,111498,1079.25,22.52,70059,63891054.5319149
Darjeeling,Food Services,Town,207511.063829787,West Bengal,93.85,118805,143.6,10.57,93.85,118805,143.6,10.57,11239.82971,9.2,22232,36480,53924,6086,1,0.9,70.4,22.2,77.1,6,57879,111498,1079.25,22.52,70059,63891054.5319149
Darjeeling,Shoes,Town,235734.868085106,West Bengal,93.85,118805,143.6,10.57,93.85,118805,143.6,10.57,11239.82971,9.2,22232,36480,53924,6086,1,0.9,70.4,22.2,77.1,6,57879,111498,1079.25,22.52,70059,63891054.5319149
Darjeeling,Home Essentials,Town,8132.5531914894,West Bengal,93.85,118805,143.6,10.57,93.85,118805,143.6,10.57,11239.82971,9.2,22232,36480,53924,6086,1,0.9,70.4,22.2,77.1,6,57879,111498,1079.25,22.52,70059,63891054.5319149
Darjeeling,Home Fashion,Town,2170208.8,West Bengal,93.85,118805,143.6,10.57,93.85,118805,143.6,10.57,11239.82971,9.2,22232,36480,53924,6086,1,0.9,70.4,22.2,77.1,6,57879,111498,1079.25,22.52,70059,63891054.5319149
Darjeeling,Healthcare,Town,9080292.34042553,West Bengal,93.85,118805,143.6,10.57,93.85,118805,143.6,10.57,11239.82971,9.2,22232,36480,53924,6086,1,0.9,70.4,22.2,77.1,6,57879,111498,1079.25,22.52,70059,63891054.5319149
Darjeeling,Trolley Bags,Town,1527941.80425532,West Bengal,93.85,118805,143.6,10.57,93.85,118805,143.6,10.57,11239.82971,9.2,22232,36480,53924,6086,1,0.9,70.4,22.2,77.1,6,57879,111498,1079.25,22.52,70059,63891054.5319149
Darjeeling,Plastics,Town,3494301.64255319,West Bengal,93.85,118805,143.6,10.57,93.85,118805,143.6,10.57,11239.82971,9.2,22232,36480,53924,6086,1,0.9,70.4,22.2,77.1,6,57879,111498,1079.25,22.52,70059,63891054.5319149
Darjeeling,Processed Food,Town,8563359.72340426,West Bengal,93.85,118805,143.6,10.57,93.85,118805,143.6,10.57,11239.82971,9.2,22232,36480,53924,6086,1,0.9,70.4,22.2,77.1,6,57879,111498,1079.25,22.52,70059,63891054.5319149
Darjeeling,Sports,Town,347130.536170213,West Bengal,93.85,118805,143.6,10.57,93.85,118805,143.6,10.57,11239.82971,9.2,22232,36480,53924,6086,1,0.9,70.4,22.2,77.1,6,57879,111498,1079.25,22.52,70059,63891054.5319149
Darjeeling,Staples,Town,9563348.48510638,West Bengal,93.85,118805,143.6,10.57,93.85,118805,143.6,10.57,11239.82971,9.2,22232,36480,53924,6086,1,0.9,70.4,22.2,77.1,6,57879,111498,1079.25,22.52,70059,63891054.5319149
Darjeeling,Stationery,Town,1722592.38723404,West Bengal,93.85,118805,143.6,10.57,93.85,118805,143.6,10.57,11239.82971,9.2,22232,36480,53924,6086,1,0.9,70.4,22.2,77.1,6,57879,111498,1079.25,22.52,70059,63891054.5319149
Darjeeling,Toys,Town,2050861.14468085,West Bengal,93.85,118805,143.6,10.57,93.85,118805,143.6,10.57,11239.82971,9.2,22232,36480,53924,6086,1,0.9,70.4,22.2,77.1,6,57879,111498,1079.25,22.52,70059,63891054.5319149
Darjeeling,Utensils,Town,2108162.01276596,West Bengal,93.85,118805,143.6,10.57,93.85,118805,143.6,10.57,11239.82971,9.2,22232,36480,53924,6086,1,0.9,70.4,22.2,77.1,6,57879,111498,1079.25,22.52,70059,63891054.5319149
Deoghar,Wellness,Town,179855.25106383,Jharkhand,85.68,203123,142.2,337,85.68,203123,142.2,337,602.7388724,2.5,62451,56627,74316,9623,0.6,0.1,73.5,11.6,67.1,3.4,98850,174035,938.01,40.84,46131,102084885.795745
Deoghar,Cookware,Town,1811486.73617021,Jharkhand,85.68,203123,142.2,337,85.68,203123,142.2,337,602.7388724,2.5,62451,56627,74316,9623,0.6,0.1,73.5,11.6,67.1,3.4,98850,174035,938.01,40.84,46131,102084885.795745
Deoghar,Crockery,Town,1702889.46808511,Jharkhand,85.68,203123,142.2,337,85.68,203123,142.2,337,602.7388724,2.5,62451,56627,74316,9623,0.6,0.1,73.5,11.6,67.1,3.4,98850,174035,938.01,40.84,46131,102084885.795745
Deoghar,Electronics,Town,3685102.0893617,Jharkhand,85.68,203123,142.2,337,85.68,203123,142.2,337,602.7388724,2.5,62451,56627,74316,9623,0.6,0.1,73.5,11.6,67.1,3.4,98850,174035,938.01,40.84,46131,102084885.795745
Deoghar,Farm Fresh,Town,333188.178723404,Jharkhand,85.68,203123,142.2,337,85.68,203123,142.2,337,602.7388724,2.5,62451,56627,74316,9623,0.6,0.1,73.5,11.6,67.1,3.4,98850,174035,938.01,40.84,46131,102084885.795745
Deoghar,Fashion,Town,24417492.3106383,Jharkhand,85.68,203123,142.2,337,85.68,203123,142.2,337,602.7388724,2.5,62451,56627,74316,9623,0.6,0.1,73.5,11.6,67.1,3.4,98850,174035,938.01,40.84,46131,102084885.795745
Deoghar,Food Services,Town,15532.3021276596,Jharkhand,85.68,203123,142.2,337,85.68,203123,142.2,337,602.7388724,2.5,62451,56627,74316,9623,0.6,0.1,73.5,11.6,67.1,3.4,98850,174035,938.01,40.84,46131,102084885.795745
Deoghar,Shoes,Town,883200.068085107,Jharkhand,85.68,203123,142.2,337,85.68,203123,142.2,337,602.7388724,2.5,62451,56627,74316,9623,0.6,0.1,73.5,11.6,67.1,3.4,98850,174035,938.01,40.84,46131,102084885.795745
Deoghar,Home Essentials,Town,193751.995744681,Jharkhand,85.68,203123,142.2,337,85.68,203123,142.2,337,602.7388724,2.5,62451,56627,74316,9623,0.6,0.1,73.5,11.6,67.1,3.4,98850,174035,938.01,40.84,46131,102084885.795745
Deoghar,Home Fashion,Town,3342223.93191489,Jharkhand,85.68,203123,142.2,337,85.68,203123,142.2,337,602.7388724,2.5,62451,56627,74316,9623,0.6,0.1,73.5,11.6,67.1,3.4,98850,174035,938.01,40.84,46131,102084885.795745
Deoghar,Healthcare,Town,19294323.4085106,Jharkhand,85.68,203123,142.2,337,85.68,203123,142.2,337,602.7388724,2.5,62451,56627,74316,9623,0.6,0.1,73.5,11.6,67.1,3.4,98850,174035,938.01,40.84,46131,102084885.795745
Deoghar,Trolley Bags,Town,3165223.45957447,Jharkhand,85.68,203123,142.2,337,85.68,203123,142.2,337,602.7388724,2.5,62451,56627,74316,9623,0.6,0.1,73.5,11.6,67.1,3.4,98850,174035,938.01,40.84,46131,102084885.795745
Deoghar,Plastics,Town,3762673.70638298,Jharkhand,85.68,203123,142.2,337,85.68,203123,142.2,337,602.7388724,2.5,62451,56627,74316,9623,0.6,0.1,73.5,11.6,67.1,3.4,98850,174035,938.01,40.84,46131,102084885.795745
Deoghar,Processed Food,Town,17298241.2340426,Jharkhand,85.68,203123,142.2,337,85.68,203123,142.2,337,602.7388724,2.5,62451,56627,74316,9623,0.6,0.1,73.5,11.6,67.1,3.4,98850,174035,938.01,40.84,46131,102084885.795745
Deoghar,Sports,Town,278088.94893617,Jharkhand,85.68,203123,142.2,337,85.68,203123,142.2,337,602.7388724,2.5,62451,56627,74316,9623,0.6,0.1,73.5,11.6,67.1,3.4,98850,174035,938.01,40.84,46131,102084885.795745
Deoghar,Staples,Town,14620962.3702128,Jharkhand,85.68,203123,142.2,337,85.68,203123,142.2,337,602.7388724,2.5,62451,56627,74316,9623,0.6,0.1,73.5,11.6,67.1,3.4,98850,174035,938.01,40.84,46131,102084885.795745
Deoghar,Stationery,Town,2668953.38297872,Jharkhand,85.68,203123,142.2,337,85.68,203123,142.2,337,602.7388724,2.5,62451,56627,74316,9623,0.6,0.1,73.5,11.6,67.1,3.4,98850,174035,938.01,40.84,46131,102084885.795745
Deoghar,Toys,Town,1546082.53617021,Jharkhand,85.68,203123,142.2,337,85.68,203123,142.2,337,602.7388724,2.5,62451,56627,74316,9623,0.6,0.1,73.5,11.6,67.1,3.4,98850,174035,938.01,40.84,46131,102084885.795745
Deoghar,Utensils,Town,2885614.41702128,Jharkhand,85.68,203123,142.2,337,85.68,203123,142.2,337,602.7388724,2.5,62451,56627,74316,9623,0.6,0.1,73.5,11.6,67.1,3.4,98850,174035,938.01,40.84,46131,102084885.795745
Dhanbad,Wellness,Town,331290.072340426,Jharkhand,79.47,1162472,142.2,2052,79.47,1162472,142.2,2052,566.5068226,3,350678,342260,403841,38892,0.3,0.1,73.6,9.7,70.7,3.5,565720,923816,938.01,40.84,46131,144442126.651064
Dhanbad,Cookware,Town,2483055.58723404,Jharkhand,79.47,1162472,142.2,2052,79.47,1162472,142.2,2052,566.5068226,3,350678,342260,403841,38892,0.3,0.1,73.6,9.7,70.7,3.5,565720,923816,938.01,40.84,46131,144442126.651064
Dhanbad,Crockery,Town,3197925.11914894,Jharkhand,79.47,1162472,142.2,2052,79.47,1162472,142.2,2052,566.5068226,3,350678,342260,403841,38892,0.3,0.1,73.6,9.7,70.7,3.5,565720,923816,938.01,40.84,46131,144442126.651064
Dhanbad,Electronics,Town,8648718.74042553,Jharkhand,79.47,1162472,142.2,2052,79.47,1162472,142.2,2052,566.5068226,3,350678,342260,403841,38892,0.3,0.1,73.6,9.7,70.7,3.5,565720,923816,938.01,40.84,46131,144442126.651064
Dhanbad,Farm Fresh,Town,102878.978723404,Jharkhand,79.47,1162472,142.2,2052,79.47,1162472,142.2,2052,566.5068226,3,350678,342260,403841,38892,0.3,0.1,73.6,9.7,70.7,3.5,565720,923816,938.01,40.84,46131,144442126.651064
Dhanbad,Fashion,Town,34640695.0510638,Jharkhand,79.47,1162472,142.2,2052,79.47,1162472,142.2,2052,566.5068226,3,350678,342260,403841,38892,0.3,0.1,73.6,9.7,70.7,3.5,565720,923816,938.01,40.84,46131,144442126.651064
Dhanbad,Food Services,Town,1373608.2893617,Jharkhand,79.47,1162472,142.2,2052,79.47,1162472,142.2,2052,566.5068226,3,350678,342260,403841,38892,0.3,0.1,73.6,9.7,70.7,3.5,565720,923816,938.01,40.84,46131,144442126.651064
Dhanbad,Shoes,Town,207609.225531915,Jharkhand,79.47,1162472,142.2,2052,79.47,1162472,142.2,2052,566.5068226,3,350678,342260,403841,38892,0.3,0.1,73.6,9.7,70.7,3.5,565720,923816,938.01,40.84,46131,144442126.651064
Dhanbad,Home Essentials,Town,32518.5319148936,Jharkhand,79.47,1162472,142.2,2052,79.47,1162472,142.2,2052,566.5068226,3,350678,342260,403841,38892,0.3,0.1,73.6,9.7,70.7,3.5,565720,923816,938.01,40.84,46131,144442126.651064
Dhanbad,Home Fashion,Town,6152379.99148936,Jharkhand,79.47,1162472,142.2,2052,79.47,1162472,142.2,2052,566.5068226,3,350678,342260,403841,38892,0.3,0.1,73.6,9.7,70.7,3.5,565720,923816,938.01,40.84,46131,144442126.651064
Dhanbad,Healthcare,Town,24678017.6468085,Jharkhand,79.47,1162472,142.2,2052,79.47,1162472,142.2,2052,566.5068226,3,350678,342260,403841,38892,0.3,0.1,73.6,9.7,70.7,3.5,565720,923816,938.01,40.84,46131,144442126.651064
Dhanbad,Trolley Bags,Town,6245068.72340426,Jharkhand,79.47,1162472,142.2,2052,79.47,1162472,142.2,2052,566.5068226,3,350678,342260,403841,38892,0.3,0.1,73.6,9.7,70.7,3.5,565720,923816,938.01,40.84,46131,144442126.651064
Dhanbad,Plastics,Town,5210714.43829787,Jharkhand,79.47,1162472,142.2,2052,79.47,1162472,142.2,2052,566.5068226,3,350678,342260,403841,38892,0.3,0.1,73.6,9.7,70.7,3.5,565720,923816,938.01,40.84,46131,144442126.651064
Dhanbad,Processed Food,Town,23604789.5148936,Jharkhand,79.47,1162472,142.2,2052,79.47,1162472,142.2,2052,566.5068226,3,350678,342260,403841,38892,0.3,0.1,73.6,9.7,70.7,3.5,565720,923816,938.01,40.84,46131,144442126.651064
Dhanbad,Sports,Town,573305.30212766,Jharkhand,79.47,1162472,142.2,2052,79.47,1162472,142.2,2052,566.5068226,3,350678,342260,403841,38892,0.3,0.1,73.6,9.7,70.7,3.5,565720,923816,938.01,40.84,46131,144442126.651064
Dhanbad,Staples,Town,17606666.3744681,Jharkhand,79.47,1162472,142.2,2052,79.47,1162472,142.2,2052,566.5068226,3,350678,342260,403841,38892,0.3,0.1,73.6,9.7,70.7,3.5,565720,923816,938.01,40.84,46131,144442126.651064
Dhanbad,Stationery,Town,2886914.08510638,Jharkhand,79.47,1162472,142.2,2052,79.47,1162472,142.2,2052,566.5068226,3,350678,342260,403841,38892,0.3,0.1,73.6,9.7,70.7,3.5,565720,923816,938.01,40.84,46131,144442126.651064
Dhanbad,Toys,Town,2523043.61702128,Jharkhand,79.47,1162472,142.2,2052,79.47,1162472,142.2,2052,566.5068226,3,350678,342260,403841,38892,0.3,0.1,73.6,9.7,70.7,3.5,565720,923816,938.01,40.84,46131,144442126.651064
Dhanbad,Utensils,Town,3942927.36170213,Jharkhand,79.47,1162472,142.2,2052,79.47,1162472,142.2,2052,566.5068226,3,350678,342260,403841,38892,0.3,0.1,73.6,9.7,70.7,3.5,565720,923816,938.01,40.84,46131,144442126.651064
Durgapur,Wellness,City,3115627.47234043,West Bengal,86.02,566517,143.6,154,86.02,566517,143.6,154,3678.681818,4.8,126774,152050,253273,32834,0.2,0.1,57.8,21.7,62.2,2.8,275995,487317,2203.12,14.66,70059,241233219.982979
Durgapur,Cookware,City,2768200.43404255,West Bengal,86.02,566517,143.6,154,86.02,566517,143.6,154,3678.681818,4.8,126774,152050,253273,32834,0.2,0.1,57.8,21.7,62.2,2.8,275995,487317,2203.12,14.66,70059,241233219.982979
Durgapur,Crockery,City,3946609.08510638,West Bengal,86.02,566517,143.6,154,86.02,566517,143.6,154,3678.681818,4.8,126774,152050,253273,32834,0.2,0.1,57.8,21.7,62.2,2.8,275995,487317,2203.12,14.66,70059,241233219.982979
Durgapur,Electronics,City,10117506.2893617,West Bengal,86.02,566517,143.6,154,86.02,566517,143.6,154,3678.681818,4.8,126774,152050,253273,32834,0.2,0.1,57.8,21.7,62.2,2.8,275995,487317,2203.12,14.66,70059,241233219.982979
Durgapur,Farm Fresh,City,3740236.85106383,West Bengal,86.02,566517,143.6,154,86.02,566517,143.6,154,3678.681818,4.8,126774,152050,253273,32834,0.2,0.1,57.8,21.7,62.2,2.8,275995,487317,2203.12,14.66,70059,241233219.982979
Durgapur,Fashion,City,64111074.6425532,West Bengal,86.02,566517,143.6,154,86.02,566517,143.6,154,3678.681818,4.8,126774,152050,253273,32834,0.2,0.1,57.8,21.7,62.2,2.8,275995,487317,2203.12,14.66,70059,241233219.982979
Durgapur,Food Services,City,866470.893617021,West Bengal,86.02,566517,143.6,154,86.02,566517,143.6,154,3678.681818,4.8,126774,152050,253273,32834,0.2,0.1,57.8,21.7,62.2,2.8,275995,487317,2203.12,14.66,70059,241233219.982979
Durgapur,Shoes,City,1624682.80425532,West Bengal,86.02,566517,143.6,154,86.02,566517,143.6,154,3678.681818,4.8,126774,152050,253273,32834,0.2,0.1,57.8,21.7,62.2,2.8,275995,487317,2203.12,14.66,70059,241233219.982979
Durgapur,Home Essentials,City,1808442.35744681,West Bengal,86.02,566517,143.6,154,86.02,566517,143.6,154,3678.681818,4.8,126774,152050,253273,32834,0.2,0.1,57.8,21.7,62.2,2.8,275995,487317,2203.12,14.66,70059,241233219.982979
Durgapur,Home Fashion,City,6847381.6893617,West Bengal,86.02,566517,143.6,154,86.02,566517,143.6,154,3678.681818,4.8,126774,152050,253273,32834,0.2,0.1,57.8,21.7,62.2,2.8,275995,487317,2203.12,14.66,70059,241233219.982979
Durgapur,Healthcare,City,38556173.6765957,West Bengal,86.02,566517,143.6,154,86.02,566517,143.6,154,3678.681818,4.8,126774,152050,253273,32834,0.2,0.1,57.8,21.7,62.2,2.8,275995,487317,2203.12,14.66,70059,241233219.982979
Durgapur,Trolley Bags,City,6249985.55744681,West Bengal,86.02,566517,143.6,154,86.02,566517,143.6,154,3678.681818,4.8,126774,152050,253273,32834,0.2,0.1,57.8,21.7,62.2,2.8,275995,487317,2203.12,14.66,70059,241233219.982979
Durgapur,Plastics,City,6623535.66808511,West Bengal,86.02,566517,143.6,154,86.02,566517,143.6,154,3678.681818,4.8,126774,152050,253273,32834,0.2,0.1,57.8,21.7,62.2,2.8,275995,487317,2203.12,14.66,70059,241233219.982979
Durgapur,Processed Food,City,33842807.2978723,West Bengal,86.02,566517,143.6,154,86.02,566517,143.6,154,3678.681818,4.8,126774,152050,253273,32834,0.2,0.1,57.8,21.7,62.2,2.8,275995,487317,2203.12,14.66,70059,241233219.982979
Durgapur,Sports,City,719003.863829787,West Bengal,86.02,566517,143.6,154,86.02,566517,143.6,154,3678.681818,4.8,126774,152050,253273,32834,0.2,0.1,57.8,21.7,62.2,2.8,275995,487317,2203.12,14.66,70059,241233219.982979
Durgapur,Staples,City,31169506.2170213,West Bengal,86.02,566517,143.6,154,86.02,566517,143.6,154,3678.681818,4.8,126774,152050,253273,32834,0.2,0.1,57.8,21.7,62.2,2.8,275995,487317,2203.12,14.66,70059,241233219.982979
Durgapur,Stationery,City,16526110.5914894,West Bengal,86.02,566517,143.6,154,86.02,566517,143.6,154,3678.681818,4.8,126774,152050,253273,32834,0.2,0.1,57.8,21.7,62.2,2.8,275995,487317,2203.12,14.66,70059,241233219.982979
Durgapur,Toys,City,2886990.18297872,West Bengal,86.02,566517,143.6,154,86.02,566517,143.6,154,3678.681818,4.8,126774,152050,253273,32834,0.2,0.1,57.8,21.7,62.2,2.8,275995,487317,2203.12,14.66,70059,241233219.982979
Durgapur,Utensils,City,5712874.40851064,West Bengal,86.02,566517,143.6,154,86.02,566517,143.6,154,3678.681818,4.8,126774,152050,253273,32834,0.2,0.1,57.8,21.7,62.2,2.8,275995,487317,2203.12,14.66,70059,241233219.982979
Gangtok,Wellness,City,38671.0255319149,Sikkim,89.33,100286,141.2,35,89.33,100286,141.2,35,2865.314286,8.8,23131,33742,40148,3168,0.5,0.4,80,25.7,81.3,10,47224,89585,950,3.66,176491,89608291.680851
Gangtok,Cookware,City,1496875.09361702,Sikkim,89.33,100286,141.2,35,89.33,100286,141.2,35,2865.314286,8.8,23131,33742,40148,3168,0.5,0.4,80,25.7,81.3,10,47224,89585,950,3.66,176491,89608291.680851
Gangtok,Crockery,City,1654521.39148936,Sikkim,89.33,100286,141.2,35,89.33,100286,141.2,35,2865.314286,8.8,23131,33742,40148,3168,0.5,0.4,80,25.7,81.3,10,47224,89585,950,3.66,176491,89608291.680851
Gangtok,Electronics,City,3351476.32765957,Sikkim,89.33,100286,141.2,35,89.33,100286,141.2,35,2865.314286,8.8,23131,33742,40148,3168,0.5,0.4,80,25.7,81.3,10,47224,89585,950,3.66,176491,89608291.680851
Gangtok,Farm Fresh,City,176237.34893617,Sikkim,89.33,100286,141.2,35,89.33,100286,141.2,35,2865.314286,8.8,23131,33742,40148,3168,0.5,0.4,80,25.7,81.3,10,47224,89585,950,3.66,176491,89608291.680851
Gangtok,Fashion,City,26225308.0085106,Sikkim,89.33,100286,141.2,35,89.33,100286,141.2,35,2865.314286,8.8,23131,33742,40148,3168,0.5,0.4,80,25.7,81.3,10,47224,89585,950,3.66,176491,89608291.680851
Gangtok,Food Services,City,414048.012765957,Sikkim,89.33,100286,141.2,35,89.33,100286,141.2,35,2865.314286,8.8,23131,33742,40148,3168,0.5,0.4,80,25.7,81.3,10,47224,89585,950,3.66,176491,89608291.680851
Gangtok,Shoes,City,1047641.28510638,Sikkim,89.33,100286,141.2,35,89.33,100286,141.2,35,2865.314286,8.8,23131,33742,40148,3168,0.5,0.4,80,25.7,81.3,10,47224,89585,950,3.66,176491,89608291.680851
Gangtok,Home Essentials,City,14730.1276595745,Sikkim,89.33,100286,141.2,35,89.33,100286,141.2,35,2865.314286,8.8,23131,33742,40148,3168,0.5,0.4,80,25.7,81.3,10,47224,89585,950,3.66,176491,89608291.680851
Gangtok,Home Fashion,City,3713951.46382979,Sikkim,89.33,100286,141.2,35,89.33,100286,141.2,35,2865.314286,8.8,23131,33742,40148,3168,0.5,0.4,80,25.7,81.3,10,47224,89585,950,3.66,176491,89608291.680851
Gangtok,Healthcare,City,11576219.2425532,Sikkim,89.33,100286,141.2,35,89.33,100286,141.2,35,2865.314286,8.8,23131,33742,40148,3168,0.5,0.4,80,25.7,81.3,10,47224,89585,950,3.66,176491,89608291.680851
Gangtok,Trolley Bags,City,1726479.42553191,Sikkim,89.33,100286,141.2,35,89.33,100286,141.2,35,2865.314286,8.8,23131,33742,40148,3168,0.5,0.4,80,25.7,81.3,10,47224,89585,950,3.66,176491,89608291.680851
Gangtok,Plastics,City,4618887.21702128,Sikkim,89.33,100286,141.2,35,89.33,100286,141.2,35,2865.314286,8.8,23131,33742,40148,3168,0.5,0.4,80,25.7,81.3,10,47224,89585,950,3.66,176491,89608291.680851
Gangtok,Processed Food,City,12424446.1276596,Sikkim,89.33,100286,141.2,35,89.33,100286,141.2,35,2865.314286,8.8,23131,33742,40148,3168,0.5,0.4,80,25.7,81.3,10,47224,89585,950,3.66,176491,89608291.680851
Gangtok,Sports,City,361768.655319149,Sikkim,89.33,100286,141.2,35,89.33,100286,141.2,35,2865.314286,8.8,23131,33742,40148,3168,0.5,0.4,80,25.7,81.3,10,47224,89585,950,3.66,176491,89608291.680851
Gangtok,Staples,City,14366667.7489362,Sikkim,89.33,100286,141.2,35,89.33,100286,141.2,35,2865.314286,8.8,23131,33742,40148,3168,0.5,0.4,80,25.7,81.3,10,47224,89585,950,3.66,176491,89608291.680851
Gangtok,Stationery,City,1690020.13617021,Sikkim,89.33,100286,141.2,35,89.33,100286,141.2,35,2865.314286,8.8,23131,33742,40148,3168,0.5,0.4,80,25.7,81.3,10,47224,89585,950,3.66,176491,89608291.680851
Gangtok,Toys,City,1867244.51914894,Sikkim,89.33,100286,141.2,35,89.33,100286,141.2,35,2865.314286,8.8,23131,33742,40148,3168,0.5,0.4,80,25.7,81.3,10,47224,89585,950,3.66,176491,89608291.680851
Gangtok,Utensils,City,2843098.52340425,Sikkim,89.33,100286,141.2,35,89.33,100286,141.2,35,2865.314286,8.8,23131,33742,40148,3168,0.5,0.4,80,25.7,81.3,10,47224,89585,950,3.66,176491,89608291.680851
Guwahati,Wellness,City,3304291.48510638,Assam,91.47,957352,142.6,215,91.47,957352,142.6,215,4452.8,0.9,212807,277432,429146,40940,0.2,0.3,69.9,31.3,65.1,2,468408,875689,2058.18,20.49,44263,550045645.489362
Guwahati,Cookware,City,7807870.98723404,Assam,91.47,957352,142.6,215,91.47,957352,142.6,215,4452.8,0.9,212807,277432,429146,40940,0.2,0.3,69.9,31.3,65.1,2,468408,875689,2058.18,20.49,44263,550045645.489362
Guwahati,Crockery,City,13446955.3659574,Assam,91.47,957352,142.6,215,91.47,957352,142.6,215,4452.8,0.9,212807,277432,429146,40940,0.2,0.3,69.9,31.3,65.1,2,468408,875689,2058.18,20.49,44263,550045645.489362
Guwahati,Electronics,City,59370.829787234,Assam,91.47,957352,142.6,215,91.47,957352,142.6,215,4452.8,0.9,212807,277432,429146,40940,0.2,0.3,69.9,31.3,65.1,2,468408,875689,2058.18,20.49,44263,550045645.489362
Guwahati,Farm Fresh,City,3162177.86382979,Assam,91.47,957352,142.6,215,91.47,957352,142.6,215,4452.8,0.9,212807,277432,429146,40940,0.2,0.3,69.9,31.3,65.1,2,468408,875689,2058.18,20.49,44263,550045645.489362
Guwahati,Fashion,City,208940461.502128,Assam,91.47,957352,142.6,215,91.47,957352,142.6,215,4452.8,0.9,212807,277432,429146,40940,0.2,0.3,69.9,31.3,65.1,2,468408,875689,2058.18,20.49,44263,550045645.489362
Guwahati,Food Services,City,7424836.39148936,Assam,91.47,957352,142.6,215,91.47,957352,142.6,215,4452.8,0.9,212807,277432,429146,40940,0.2,0.3,69.9,31.3,65.1,2,468408,875689,2058.18,20.49,44263,550045645.489362
Guwahati,Shoes,City,7367212.74468085,Assam,91.47,957352,142.6,215,91.47,957352,142.6,215,4452.8,0.9,212807,277432,429146,40940,0.2,0.3,69.9,31.3,65.1,2,468408,875689,2058.18,20.49,44263,550045645.489362
Guwahati,Home Essentials,City,4499185.45957447,Assam,91.47,957352,142.6,215,91.47,957352,142.6,215,4452.8,0.9,212807,277432,429146,40940,0.2,0.3,69.9,31.3,65.1,2,468408,875689,2058.18,20.49,44263,550045645.489362
Guwahati,Home Fashion,City,20318968.3276596,Assam,91.47,957352,142.6,215,91.47,957352,142.6,215,4452.8,0.9,212807,277432,429146,40940,0.2,0.3,69.9,31.3,65.1,2,468408,875689,2058.18,20.49,44263,550045645.489362
Guwahati,Healthcare,City,75925665.5446809,Assam,91.47,957352,142.6,215,91.47,957352,142.6,215,4452.8,0.9,212807,277432,429146,40940,0.2,0.3,69.9,31.3,65.1,2,468408,875689,2058.18,20.49,44263,550045645.489362
Guwahati,Trolley Bags,City,14246331.6893617,Assam,91.47,957352,142.6,215,91.47,957352,142.6,215,4452.8,0.9,212807,277432,429146,40940,0.2,0.3,69.9,31.3,65.1,2,468408,875689,2058.18,20.49,44263,550045645.489362
Guwahati,Plastics,City,23248876.6127659,Assam,91.47,957352,142.6,215,91.47,957352,142.6,215,4452.8,0.9,212807,277432,429146,40940,0.2,0.3,69.9,31.3,65.1,2,468408,875689,2058.18,20.49,44263,550045645.489362
Guwahati,Processed Food,City,64643191.106383,Assam,91.47,957352,142.6,215,91.47,957352,142.6,215,4452.8,0.9,212807,277432,429146,40940,0.2,0.3,69.9,31.3,65.1,2,468408,875689,2058.18,20.49,44263,550045645.489362
Guwahati,Sports,City,1450439.7106383,Assam,91.47,957352,142.6,215,91.47,957352,142.6,215,4452.8,0.9,212807,277432,429146,40940,0.2,0.3,69.9,31.3,65.1,2,468408,875689,2058.18,20.49,44263,550045645.489362
Guwahati,Staples,City,59868878.8765958,Assam,91.47,957352,142.6,215,91.47,957352,142.6,215,4452.8,0.9,212807,277432,429146,40940,0.2,0.3,69.9,31.3,65.1,2,468408,875689,2058.18,20.49,44263,550045645.489362
Guwahati,Stationery,City,10372216.4425532,Assam,91.47,957352,142.6,215,91.47,957352,142.6,215,4452.8,0.9,212807,277432,429146,40940,0.2,0.3,69.9,31.3,65.1,2,468408,875689,2058.18,20.49,44263,550045645.489362
Guwahati,Toys,City,8145155.56595745,Assam,91.47,957352,142.6,215,91.47,957352,142.6,215,4452.8,0.9,212807,277432,429146,40940,0.2,0.3,69.9,31.3,65.1,2,468408,875689,2058.18,20.49,44263,550045645.489362
Guwahati,Utensils,City,15813558.9829787,Assam,91.47,957352,142.6,215,91.47,957352,142.6,215,4452.8,0.9,212807,277432,429146,40940,0.2,0.3,69.9,31.3,65.1,2,468408,875689,2058.18,20.49,44263,550045645.489362
Jamshedpur,Wellness,Town,725622.587234042,Jharkhand,86.91,631364,142.2,209,86.91,631364,142.2,209,3020.880383,13.4,168259,195330,279620,33879,0.9,0.4,81.5,28.8,80.1,11.2,307255,548718,938.01,40.84,46131,127765930.982979
